id_penjualan;tanggal;provinsi;qty;vol_ml;nama_barang;total;nama_kurir;srv_lvl
10339;09-Okt-19;Jawa Barat;2;20;Jojoba;194000;J&T CASHLESS;Exp
10339;09-Okt-19;Jawa Barat;2;20;Ginger;375000;J&T CASHLESS;Exp
10339;09-Okt-19;Jawa Barat;2;20;Lemongrass;199800;J&T CASHLESS;Exp
10339;09-Okt-19;Jawa Barat;1;10;Ginger;99900;J&T CASHLESS;Exp
10339;09-Okt-19;Jawa Barat;1;10;Peppermint;102500;J&T CASHLESS;Exp
10339;09-Okt-19;Jawa Barat;1;10;Vetiver;187500;J&T CASHLESS;Exp
10339;09-Okt-19;Jawa Barat;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
10344;09-Okt-19;Jawa Barat;1;20;Peppermint;202900;J&T CASHLESS;Exp
10347;10-Okt-19;Jawa Barat;1;10;Agarwood Bouya;90500;LION PARSEL;Exp
10385;14-Okt-19;DKI Jakarta;1;10;Eucalyptus Organic;115900;SI CPT REG;Reg
10410;12-Okt-19;DKI Jakarta;1;20;Citronella;83000;J&T CASHLESS;Exp
10411;12-Okt-19;DKI Jakarta;1;10;Agarwood Bouya;90500;JNE REG;Reg
10430;11-Okt-19;DKI Jakarta;1;20;Rosemary;162000;J&T CASHLESS;Exp
10455;15-Okt-19;DKI Jakarta;1;10;Lemongrass;57900;J&T CASHLESS;Exp
10455;15-Okt-19;DKI Jakarta;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
10455;15-Okt-19;DKI Jakarta;1;10;Patchouli;58500;J&T CASHLESS;Exp
10461;15-Okt-19;Jawa Timur;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
10475;16-Okt-19;DKI Jakarta;1;20;Peppermint;202900;GRAB;Inst
10526;21-Okt-19;Jawa Barat;1;10;Flu dan Cough;195500;JNE REG;Reg
10531;21-Okt-19;DKI Jakarta;1;10;Roman Chamomile;199900;J&T CASHLESS;Exp
10542;21-Okt-19;DKI Jakarta;2;10;Lemongrass;115800;J&T CASHLESS;Exp
10550;22-Okt-19;Jawa Tengah;1;100;Cedarwood;71500;J&T CASHLESS;Exp
10570;22-Okt-19;Jawa Tengah;1;50;Castor;117000;JNE REG;Reg
10570;22-Okt-19;Jawa Tengah;1;50;Grape Seed;127500;JNE REG;Reg
10570;22-Okt-19;Jawa Tengah;1;20;Citronella;83000;JNE REG;Reg
10570;22-Okt-19;Jawa Tengah;1;20;Clove Bud;83000;JNE REG;Reg
10570;22-Okt-19;Jawa Tengah;1;20;Patchouli;111000;JNE REG;Reg
10570;22-Okt-19;Jawa Tengah;1;10;Frankincense Sacra;123500;JNE REG;Reg
10587;23-Okt-19;Jawa Tengah;1;20;Alpinia Galangal;82500;J&T CASHLESS;Exp
10650;28-Okt-19;Jawa Barat;1;10;Peppermint;102500;J&T CASHLESS;Exp
10668;28-Okt-19;Daerah Istimewa Yogyakarta;1;10;Flu dan Cough;195500;SI CPT REG;Reg
10745;01-Nov-19;Banten;1;100;Ylang - Ylang;438900;JNE REG;Reg
10794;04-Nov-19;Banten;1;10;Magnolia;91500;J&T CASHLESS;Exp
10832;05-Nov-19;DKI Jakarta;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
10851;06-Nov-19;Kepulauan Riau;2;10;French Lavender Organic;263000;J&T CASHLESS;Exp
10864;07-Nov-19;Jawa Barat;1;20;Grape Seed;51500;SI CPT REG;Reg
10864;07-Nov-19;Jawa Barat;1;20;Lemongrass;99900;SI CPT REG;Reg
10864;07-Nov-19;Jawa Barat;1;10;Ylang Ylang;90500;SI CPT REG;Reg
10883;08-Nov-19;Daerah Istimewa Yogyakarta;1;100;Alpinia Galangal;288500;J&T CASHLESS;Exp
10890;11-Nov-19;DKI Jakarta;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
10892;11-Nov-19;Jawa Timur;1;20;Clove Bud;83000;JNE REG;Reg
10897;11-Nov-19;Jawa Barat;2;10;Peppermint;205000;J&T CASHLESS;Exp
10910;11-Nov-19;DKI Jakarta;1;10;Eucalyptus Organic;115900;J&T CASHLESS;Exp
10915;11-Nov-19;Jawa Barat;1;10;Peppermint;102500;SI CPT REG;Reg
10915;11-Nov-19;Jawa Barat;1;10;Patchouli;58500;SI CPT REG;Reg
10915;11-Nov-19;Jawa Barat;1;10;French Lavender Organic;131500;SI CPT REG;Reg
10928;11-Nov-19;DKI Jakarta;1;10;Lemongrass;57900;SI CPT REG;Reg
10928;11-Nov-19;DKI Jakarta;1;10;Ylang Ylang;90500;SI CPT REG;Reg
10930;11-Nov-19;Riau;3;10;French Lavender Organic;394500;J&T CASHLESS;Exp
10930;11-Nov-19;Riau;1;10;Lemon;122900;J&T CASHLESS;Exp
10930;11-Nov-19;Riau;1;10;Flu dan Cough;195500;J&T CASHLESS;Exp
10948;11-Nov-19;Jawa Barat;1;10;Tea Tree;96500;J&T CASHLESS;Exp
10948;11-Nov-19;Jawa Barat;1;10;Lemon Organic;131500;J&T CASHLESS;Exp
11039;13-Nov-19;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
11039;13-Nov-19;DKI Jakarta;1;10;Cajuput;56500;J&T CASHLESS;Exp
11039;13-Nov-19;DKI Jakarta;1;10;Magnolia;91500;J&T CASHLESS;Exp
11039;13-Nov-19;DKI Jakarta;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
11051;14-Nov-19;Jawa Barat;1;500;Sesame;663000;ANTER AJA;Reg
11056;14-Nov-19;Banten;1;50;Lemongrass;201500;SI CPT REG;Reg
11063;14-Nov-19;Jawa Timur;1;20;Ylang Ylang;135900;JNE YES;Reg
11063;14-Nov-19;Jawa Timur;1;10;French Lavender Organic;131500;JNE YES;Reg
11088;16-Nov-19;Jawa Timur;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
11088;16-Nov-19;Jawa Timur;1;10;Lemongrass;57900;J&T CASHLESS;Exp
11088;16-Nov-19;Jawa Timur;1;10;Lemon;122900;J&T CASHLESS;Exp
11135;19-Nov-19;DKI Jakarta;1;10;Clove Bud;50000;JNE REG;Reg
11135;19-Nov-19;DKI Jakarta;1;10;Vetiver;187500;JNE REG;Reg
11135;19-Nov-19;DKI Jakarta;1;10;Frankincense Serrata;141900;JNE REG;Reg
11156;20-Nov-19;Jawa Tengah;1;10;Ginger;99900;J&T CASHLESS;Exp
11156;20-Nov-19;Jawa Tengah;1;10;Eucalyptus Organic;115900;J&T CASHLESS;Exp
11195;23-Nov-19;DKI Jakarta;1;10;Bugs be Gone;175000;SI CPT REG;Reg
11201;23-Nov-19;DKI Jakarta;1;10;Orange;90000;J&T CASHLESS;Exp
11201;23-Nov-19;DKI Jakarta;1;10;Cedarwood;71500;J&T CASHLESS;Exp
11204;25-Nov-19;Jambi;1;10;Peppermint;102500;SI CPT REG;Reg
11204;25-Nov-19;Jambi;1;10;French Lavender Organic;131500;SI CPT REG;Reg
11207;25-Nov-19;Banten;1;50;Argan;228000;SI CPT REG;Reg
11207;25-Nov-19;Banten;1;10;French Lavender Organic;131500;SI CPT REG;Reg
11216;25-Nov-19;DKI Jakarta;1;10;Frankincense Serrata;141900;GRAB;Inst
11217;25-Nov-19;Jawa Timur;1;500;Bergamot Organic;3109500;SI CPT REG;Reg
11228;26-Nov-19;Jawa Barat;1;10;Rosemary;86500;SI CPT REG;Reg
11244;26-Nov-19;Banten;1;10;Vanila;121500;SI CPT REG;Reg
11244;26-Nov-19;Banten;1;10;Flu dan Cough;195500;SI CPT REG;Reg
11258;27-Nov-19;DKI Jakarta;1;20;Cedarwood;97500;JNE REG;Reg
11258;27-Nov-19;DKI Jakarta;1;10;Rosemary;86500;JNE REG;Reg
11262;28-Nov-19;Banten;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
11279;29-Nov-19;Jawa Barat;1;10;Eucalyptus Organic;115900;SI CPT REG;Reg
11313;02-Des-19;DKI Jakarta;1;10;Cedarwood;71500;SI CPT REG;Reg
11320;02-Des-19;Jawa Barat;1;10;Cajuput;56500;J&T CASHLESS;Exp
11328;03-Des-19;DKI Jakarta;1;10;Frankincense Serrata;141900;J&T CASHLESS;Exp
11328;03-Des-19;DKI Jakarta;1;10;Eucalyptus Organic;115900;J&T CASHLESS;Exp
11333;03-Des-19;Daerah Istimewa Yogyakarta;1;50;Castor;117000;J&T CASHLESS;Exp
11333;03-Des-19;Daerah Istimewa Yogyakarta;1;10;Rosemary;86500;J&T CASHLESS;Exp
11337;04-Des-19;DKI Jakarta;1;50;Urang Aring;115500;SI CPT REG;Reg
11337;04-Des-19;DKI Jakarta;1;50;Kukui Nut;116500;SI CPT REG;Reg
11337;04-Des-19;DKI Jakarta;1;10;Magnolia;91500;SI CPT REG;Reg
11337;04-Des-19;DKI Jakarta;1;10;Cedarwood;71500;SI CPT REG;Reg
11337;04-Des-19;DKI Jakarta;1;10;Frankincense Serrata;141900;SI CPT REG;Reg
11339;04-Des-19;Jawa Tengah;1;10;Rosemary;86500;SI CPT REG;Reg
11349;04-Des-19;Jawa Barat;1;10;Peppermint;102500;SI CPT REG;Reg
11355;05-Des-19;Jawa Barat;1;10;Grapefruit;122000;GRAB;Inst
11355;05-Des-19;Jawa Barat;1;10;Peppermint;102500;GRAB;Inst
11359;05-Des-19;Jawa Barat;1;10;Turmeric;72500;JNE REG;Reg
11378;07-Des-19;Jawa Barat;1;10;Peppermint;102500;SI CPT REG;Reg
11378;07-Des-19;Jawa Barat;1;10;French Lavender Organic;131500;SI CPT REG;Reg
11393;09-Des-19;Riau;1;10;Ginger;99900;JNE REG;Reg
11451;11-Des-19;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
11451;11-Des-19;DKI Jakarta;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
11451;11-Des-19;DKI Jakarta;1;10;Roman Chamomile;199900;J&T CASHLESS;Exp
11453;11-Des-19;Jawa Barat;1;10;Peppermint;102500;J&T CASHLESS;Exp
11453;11-Des-19;Jawa Barat;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
11463;11-Des-19;Jawa Barat;1;10;Tea Tree;96500;J&T CASHLESS;Exp
11463;11-Des-19;Jawa Barat;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
11513;12-Des-19;Daerah Istimewa Yogyakarta;1;50;Kaafir Lime;208500;SI CPT REG;Reg
11539;13-Des-19;Sumatera Utara;1;20;Orange;164900;J&T CASHLESS;Exp
11539;13-Des-19;Sumatera Utara;1;20;French Lavender Organic;254500;J&T CASHLESS;Exp
11539;13-Des-19;Sumatera Utara;1;10;Tea Tree;96500;J&T CASHLESS;Exp
11539;13-Des-19;Sumatera Utara;1;10;Rosemary;86500;J&T CASHLESS;Exp
11557;13-Des-19;Jawa Barat;2;10;French Lavender Organic;263000;J&T CASHLESS;Exp
11557;13-Des-19;Jawa Barat;1;10;Kaafir Lime;72500;J&T CASHLESS;Exp
11557;13-Des-19;Jawa Barat;1;10;Bergamot;99900;J&T CASHLESS;Exp
11562;13-Des-19;Sumatera Utara;1;10;Kaafir Lime;72500;GOJEK;Inst
11562;13-Des-19;Sumatera Utara;1;10;Turmeric;72500;GOJEK;Inst
11562;13-Des-19;Sumatera Utara;1;10;Cedarwood;71500;GOJEK;Inst
11582;16-Des-19;DKI Jakarta;1;10;Vanila;121500;J&T CASHLESS;Exp
11585;16-Des-19;DKI Jakarta;1;10;Cinamon Bark;108900;J&T CASHLESS;Exp
11585;16-Des-19;DKI Jakarta;1;10;Orange;90000;J&T CASHLESS;Exp
11585;16-Des-19;DKI Jakarta;1;10;Rosemary;86500;J&T CASHLESS;Exp
11602;17-Des-19;DKI Jakarta;1;10;Relax and Destress;290000;GRAB;Inst
11605;17-Des-19;Jawa Barat;1;10;French Lavender Organic;131500;JNE YES;Reg
11605;17-Des-19;Jawa Barat;1;10;Peppermint;102500;JNE YES;Reg
11607;17-Des-19;DKI Jakarta;1;10;Eucalyptus Organic;115900;SI CPT REG;Reg
11610;18-Des-19;Bali;1;20;Olive;50000;J&T CASHLESS;Exp
11610;18-Des-19;Bali;1;10;Flu dan Cough;195500;J&T CASHLESS;Exp
11631;19-Des-19;DKI Jakarta;1;10;French Lavender Organic;131500;ANTER AJA;Reg
11631;19-Des-19;DKI Jakarta;1;10;Cedarwood;71500;ANTER AJA;Reg
11632;19-Des-19;DKI Jakarta;1;20;Agarwood Bouya;135900;ANTER AJA;Reg
11632;19-Des-19;DKI Jakarta;1;10;Flu dan Cough;195500;ANTER AJA;Reg
11632;19-Des-19;DKI Jakarta;1;10;Rosemary;86500;ANTER AJA;Reg
11639;19-Des-19;Jawa Barat;1;10;Peppermint;102500;SI CPT REG;Reg
11639;19-Des-19;Jawa Barat;1;10;Bugs be Gone;175000;SI CPT REG;Reg
11645;20-Des-19;Jawa Barat;1;20;Peppermint;202900;SI CPT REG;Reg
11672;23-Des-19;DKI Jakarta;1;10;Ylang Ylang;90500;SI CPT REG;Reg
11675;23-Des-19;Kalimantan Tengah;1;10;Peppermint;102500;JNE REG;Reg
11675;23-Des-19;Kalimantan Tengah;1;10;Ylang Ylang;90500;JNE REG;Reg
11698;26-Des-19;Jawa Tengah;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
11700;26-Des-19;Jawa Barat;1;50;Kukui Nut;116500;J&T CASHLESS;Exp
11715;27-Des-19;Jambi;1;10;French Lavender Organic;131500;JNE YES;Reg
11740;28-Des-19;DKI Jakarta;1;10;Flu dan Cough;195500;GRAB;Inst
11757;30-Des-19;DKI Jakarta;1;20;Kaafir Lime;100000;SI CPT REG;Reg
11769;30-Des-19;Jawa Barat;1;20;Grape Seed;51500;GOJEK;Inst
11769;30-Des-19;Jawa Barat;1;20;Castor;50000;GOJEK;Inst
11769;30-Des-19;Jawa Barat;1;10;Ginger;99900;GOJEK;Inst
11769;30-Des-19;Jawa Barat;1;10;Clove Bud;50000;GOJEK;Inst
11769;30-Des-19;Jawa Barat;1;10;Cajuput;56500;GOJEK;Inst
11771;30-Des-19;Sumatera Utara;1;10;Spearmint;111900;J&T CASHLESS;Exp
11771;30-Des-19;Sumatera Utara;1;10;Vanila;121500;J&T CASHLESS;Exp
11771;30-Des-19;Sumatera Utara;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
11791;02-Jan-20;Banten;1;50;Sesame;116500;ANTER AJA;Reg
11832;03-Jan-20;DKI Jakarta;1;10;Alpinia Galangal;64000;J&T CASHLESS;Exp
11832;03-Jan-20;DKI Jakarta;1;10;Kaafir Lime;72500;J&T CASHLESS;Exp
11836;03-Jan-20;DKI Jakarta;1;20;French Lavender Organic;254500;JNE REG;Reg
11836;03-Jan-20;DKI Jakarta;1;20;Ylang Ylang;135900;JNE REG;Reg
11851;04-Jan-20;Bali;1;50;Olive;108500;JNE REG;Reg
11851;04-Jan-20;Bali;1;10;Clove Bud;50000;JNE REG;Reg
11851;04-Jan-20;Bali;1;10;Peppermint;102500;JNE REG;Reg
11851;04-Jan-20;Bali;1;10;Patchouli;58500;JNE REG;Reg
11851;04-Jan-20;Bali;1;10;Magnolia;91500;JNE REG;Reg
11859;06-Jan-20;Banten;1;10;Flu dan Cough;195500;SI CPT REG;Reg
11867;06-Jan-20;DKI Jakarta;1;10;French Lavender Organic;131500;SI CPT REG;Reg
11868;06-Jan-20;DKI Jakarta;1;20;Frankincense Sacra;210000;J&T CASHLESS;Exp
11868;06-Jan-20;DKI Jakarta;1;20;Almond;71500;J&T CASHLESS;Exp
11868;06-Jan-20;DKI Jakarta;1;20;French Lavender Organic;254500;J&T CASHLESS;Exp
11868;06-Jan-20;DKI Jakarta;1;10;Frankincese Premium;482500;J&T CASHLESS;Exp
11900;07-Jan-20;DKI Jakarta;1;100;Cardamom;627500;SI CPT BEST;Exp
11913;08-Jan-20;Maluku Utara;2;20;Lemongrass;199800;J&T CASHLESS;Exp
11913;08-Jan-20;Maluku Utara;1;20;French Lavender Organic;254500;J&T CASHLESS;Exp
11914;08-Jan-20;Jawa Tengah;2;50;Urang Aring;231000;J&T CASHLESS;Exp
11936;08-Jan-20;Banten;1;10;Cajuput;56500;SI CPT REG;Reg
11942;09-Jan-20;Jawa Barat;1;10;Flu dan Cough;195500;J&T CASHLESS;Exp
11956;10-Jan-20;DKI Jakarta;1;10;Peppermint;102500;JNE REG;Reg
11956;10-Jan-20;DKI Jakarta;1;10;Ylang Ylang;90500;JNE REG;Reg
11956;10-Jan-20;DKI Jakarta;1;10;French Lavender Organic;131500;JNE REG;Reg
11986;13-Jan-20;DKI Jakarta;1;100;Cardamom;627500;JNE YES;Reg
12028;15-Jan-20;Daerah Istimewa Yogyakarta;2;20;Nutmeg;195000;ANTER AJA;Reg
12043;15-Jan-20;Jawa Barat;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
12052;16-Jan-20;DKI Jakarta;1;100;Kukui Nut;219000;SI CPT REG;Reg
12052;16-Jan-20;DKI Jakarta;1;10;Alpinia Galangal;64000;SI CPT REG;Reg
12080;17-Jan-20;Daerah Istimewa Yogyakarta;1;50;Kukui Nut;116500;J&T CASHLESS;Exp
12080;17-Jan-20;Daerah Istimewa Yogyakarta;1;20;Argan;96000;J&T CASHLESS;Exp
12080;17-Jan-20;Daerah Istimewa Yogyakarta;1;10;Agarwood Bouya;90500;J&T CASHLESS;Exp
12080;17-Jan-20;Daerah Istimewa Yogyakarta;1;10;Frankincense Serrata;141900;J&T CASHLESS;Exp
12145;24-Jan-20;DKI Jakarta;1;20;Grape Seed;51500;SI CPT REG;Reg
12145;24-Jan-20;DKI Jakarta;1;10;Alpinia Galangal;64000;SI CPT REG;Reg
12145;24-Jan-20;DKI Jakarta;1;10;Ylang Ylang;90500;SI CPT REG;Reg
12154;27-Jan-20;DKI Jakarta;1;20;Vanila;217500;J&T CASHLESS;Exp
12154;27-Jan-20;DKI Jakarta;1;10;Magnolia;91500;J&T CASHLESS;Exp
12154;27-Jan-20;DKI Jakarta;1;10;Patchouli;58500;J&T CASHLESS;Exp
12154;27-Jan-20;DKI Jakarta;1;10;Tea Tree;96500;J&T CASHLESS;Exp
12154;27-Jan-20;DKI Jakarta;1;10;Agarwood Bouya;90500;J&T CASHLESS;Exp
12154;27-Jan-20;DKI Jakarta;1;10;Clove Bud;50000;J&T CASHLESS;Exp
12154;27-Jan-20;DKI Jakarta;1;10;Cornt Mint;89500;J&T CASHLESS;Exp
12191;27-Jan-20;DKI Jakarta;1;10;Ginger;99900;J&T CASHLESS;Exp
12191;27-Jan-20;DKI Jakarta;1;10;Turmeric;72500;J&T CASHLESS;Exp
12191;27-Jan-20;DKI Jakarta;1;10;Lemongrass;57900;J&T CASHLESS;Exp
12193;27-Jan-20;Jawa Barat;1;10;Frankincese Premium;482500;SI CPT REG;Reg
12195;28-Jan-20;Sumatera Utara;1;10;Cedarwood;71500;J&T CASHLESS;Exp
12205;28-Jan-20;Jawa Barat;1;10;Lemongrass;57900;JNE YES;Reg
12205;28-Jan-20;Jawa Barat;1;10;Tea Tree;96500;JNE YES;Reg
12205;28-Jan-20;Jawa Barat;1;10;Cornt Mint;89500;JNE YES;Reg
12205;28-Jan-20;Jawa Barat;1;10;Spearmint;111900;JNE YES;Reg
12213;28-Jan-20;Jawa Barat;1;100;Grape Seed;252000;GOJEK;Inst
12213;28-Jan-20;Jawa Barat;1;20;Citronella;83000;GOJEK;Inst
12254;31-Jan-20;Sulawesi Selatan;1;10;Peppermint;102500;J&T CASHLESS;Exp
12254;31-Jan-20;Sulawesi Selatan;1;10;Lemongrass;57900;J&T CASHLESS;Exp
12254;31-Jan-20;Sulawesi Selatan;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
12254;31-Jan-20;Sulawesi Selatan;1;10;Cedarwood;71500;J&T CASHLESS;Exp
12261;01-Feb-20;Jawa Barat;1;50;Castor;117000;J&T CASHLESS;Exp
12280;03-Feb-20;DKI Jakarta;1;10;Lemongrass;57900;ANTER AJA;Reg
12280;03-Feb-20;DKI Jakarta;1;10;Ylang Ylang;90500;ANTER AJA;Reg
12287;03-Feb-20;Jawa Barat;1;20;Cajuput;67500;J&T CASHLESS;Exp
12321;04-Feb-20;Banten;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
12417;11-Feb-20;Jawa Barat;1;10;Grapefruit;122000;SI CPT REG;Reg
12417;11-Feb-20;Jawa Barat;1;10;Lavender;122900;SI CPT REG;Reg
12417;11-Feb-20;Jawa Barat;1;10;Rosemary;86500;SI CPT REG;Reg
12447;14-Feb-20;Banten;1;10;Lemongrass;57900;J&T CASHLESS;Exp
12447;14-Feb-20;Banten;1;10;Cornt Mint;89500;J&T CASHLESS;Exp
12463;17-Feb-20;Banten;1;20;Peppermint;202900;JNE REG;Reg
12463;17-Feb-20;Banten;1;10;French Lavender Organic;131500;JNE REG;Reg
12463;17-Feb-20;Banten;1;10;Frankincense Sacra;123500;JNE REG;Reg
12485;19-Feb-20;Banten;1;100;VCO;207000;ANTER AJA;Reg
12494;19-Feb-20;Banten;1;20;Cajuput;67500;J&T CASHLESS;Exp
12494;19-Feb-20;Banten;1;10;Peppermint;102500;J&T CASHLESS;Exp
12499;20-Feb-20;Jawa Timur;2;100;Sunflower;666000;SI CPT REG;Reg
12499;20-Feb-20;Jawa Timur;1;10;Cinamon Bark;108900;SI CPT REG;Reg
12499;20-Feb-20;Jawa Timur;1;10;Lemongrass;57900;SI CPT REG;Reg
12509;20-Feb-20;Banten;2;10;Peppermint;205000;SI CPT REG;Reg
12523;22-Feb-20;Jawa Timur;1;5;Geranium;143900;J&T CASHLESS;Exp
12523;22-Feb-20;Jawa Timur;1;5;German Chamomile;163900;J&T CASHLESS;Exp
12538;24-Feb-20;DKI Jakarta;1;20;Urang Aring;50000;ANTER AJA;Reg
12538;24-Feb-20;DKI Jakarta;1;20;Sesame;50000;ANTER AJA;Reg
12538;24-Feb-20;DKI Jakarta;1;10;Bergamot Organic;113500;ANTER AJA;Reg
12538;24-Feb-20;DKI Jakarta;1;10;Turmeric;72500;ANTER AJA;Reg
12546;24-Feb-20;Bengkulu;1;20;Peppermint;202900;JNE YES;Reg
12601;28-Feb-20;DKI Jakarta;1;100;Green Tea;1100500;ANTER AJA;Reg
12602;28-Feb-20;DKI Jakarta;1;10;Flu dan Cough;195500;SI CPT REG;Reg
12612;29-Feb-20;Bangka Belitung;1;50;Kukui Nut;116500;J&T CASHLESS;Exp
12612;29-Feb-20;Bangka Belitung;2;20;Castor;100000;J&T CASHLESS;Exp
12648;01-Mar-20;Banten;1;10;Clove Bud;50000;J&T CASHLESS;Exp
12648;01-Mar-20;Banten;1;10;Lemongrass;57900;J&T CASHLESS;Exp
12653;02-Mar-20;Sumatera Selatan;1;20;Tea Tree;148000;J&T CASHLESS;Exp
12653;02-Mar-20;Sumatera Selatan;1;20;Clove Bud;83000;J&T CASHLESS;Exp
12653;02-Mar-20;Sumatera Selatan;1;20;Cinamon Bark;172500;J&T CASHLESS;Exp
12653;02-Mar-20;Sumatera Selatan;1;20;Rosemary Organic;188500;J&T CASHLESS;Exp
12653;02-Mar-20;Sumatera Selatan;1;10;Peppermint;102500;J&T CASHLESS;Exp
12664;02-Mar-20;Jawa Barat;1;10;Rosemary Organic;114000;J&T CASHLESS;Exp
12664;02-Mar-20;Jawa Barat;1;10;Basil;69000;J&T CASHLESS;Exp
12670;02-Mar-20;DKI Jakarta;1;10;Citronella;50000;JNE REG;Reg
12687;04-Mar-20;Jawa Barat;1;50;Lemongrass;201500;SI CPT REG;Reg
12687;04-Mar-20;Jawa Barat;1;10;Frangipani;91500;SI CPT REG;Reg
12733;06-Mar-20;Jawa Timur;1;20;Kaafir Lime;100000;J&T CASHLESS;Exp
12733;06-Mar-20;Jawa Timur;1;10;Lavender;122900;J&T CASHLESS;Exp
12755;09-Mar-20;DKI Jakarta;1;10;Cinamon Bark;108900;SI CPT REG;Reg
12757;09-Mar-20;Jawa Barat;1;10;Cedarwood;71500;JNE REG;Reg
12757;09-Mar-20;Jawa Barat;1;10;Peppermint;102500;JNE REG;Reg
12779;09-Mar-20;Jawa Barat;1;10;French Lavender Organic;131500;JNE REG;Reg
12779;09-Mar-20;Jawa Barat;1;10;Flu dan Cough;195500;JNE REG;Reg
12794;10-Mar-20;Jawa Barat;1;10;Tea Tree;96500;J&T CASHLESS;Exp
12801;11-Mar-20;Bali;1;10;Bergamot;99900;J&T CASHLESS;Exp
12801;11-Mar-20;Bali;1;10;Flu dan Cough;195500;J&T CASHLESS;Exp
12801;11-Mar-20;Bali;1;10;Lavender;122900;J&T CASHLESS;Exp
12807;11-Mar-20;Jawa Timur;1;10;Piper Battle Leaf;107500;J&T CASHLESS;Exp
12828;13-Mar-20;DKI Jakarta;2;20;Lemongrass;199800;J&T CASHLESS;Exp
12828;13-Mar-20;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
12828;13-Mar-20;DKI Jakarta;1;10;Lavender;122900;J&T CASHLESS;Exp
12850;14-Mar-20;Jawa Barat;1;10;Ginger;99900;GRAB;Inst
12850;14-Mar-20;Jawa Barat;1;10;Rosemary;86500;GRAB;Inst
12866;16-Mar-20;Lampung;1;20;Eucalyptus Organic;211500;JNE REG;Reg
12866;16-Mar-20;Lampung;1;20;Lemongrass;99900;JNE REG;Reg
12866;16-Mar-20;Lampung;1;20;Citronella;83000;JNE REG;Reg
12866;16-Mar-20;Lampung;1;10;Peppermint;102500;JNE REG;Reg
12886;16-Mar-20;Banten;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
12886;16-Mar-20;Banten;1;10;Peppermint;102500;J&T CASHLESS;Exp
12911;17-Mar-20;DKI Jakarta;1;20;Kaafir Lime;100000;J&T CASHLESS;Exp
12911;17-Mar-20;DKI Jakarta;1;10;Lemongrass;57900;J&T CASHLESS;Exp
12911;17-Mar-20;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
12921;17-Mar-20;Daerah Istimewa Yogyakarta;1;50;Citronella;183500;SI CPT REG;Reg
12921;17-Mar-20;Daerah Istimewa Yogyakarta;1;50;Tea Tree;343900;SI CPT REG;Reg
12921;17-Mar-20;Daerah Istimewa Yogyakarta;1;50;Cajuput;149900;SI CPT REG;Reg
12921;17-Mar-20;Daerah Istimewa Yogyakarta;1;50;Alpinia Galangal;172500;SI CPT REG;Reg
12949;19-Mar-20;Jawa Barat;1;10;Peppermint;102500;GOJEK;Inst
12949;19-Mar-20;Jawa Barat;1;10;Flu dan Cough;195500;GOJEK;Inst
12963;19-Mar-20;Banten;1;50;Frangipani;309500;GOJEK;Inst
12977;20-Mar-20;DKI Jakarta;4;10;Lemongrass;231600;SI CPT REG;Reg
12984;20-Mar-20;Riau;2;10;Lemon;245800;J&T CASHLESS;Exp
12984;20-Mar-20;Riau;2;10;Peppermint;205000;J&T CASHLESS;Exp
12984;20-Mar-20;Riau;1;10;Green Tea;139000;J&T CASHLESS;Exp
13000;20-Mar-20;Jawa Barat;1;10;Flu dan Cough;195500;JNE REG;Reg
13000;20-Mar-20;Jawa Barat;1;10;Peppermint;102500;JNE REG;Reg
13157;27-Mar-20;Jawa Barat;1;10;Clove Bud;50000;J&T CASHLESS;Exp
13157;27-Mar-20;Jawa Barat;1;10;Peppermint;102500;J&T CASHLESS;Exp
13193;30-Mar-20;DKI Jakarta;1;10;Lavender;122900;J&T CASHLESS;Exp
13193;30-Mar-20;DKI Jakarta;1;10;Lemon Organic;131500;J&T CASHLESS;Exp
13193;30-Mar-20;DKI Jakarta;1;10;Clove Bud;50000;J&T CASHLESS;Exp
13208;30-Mar-20;DKI Jakarta;1;10;Orange;90000;J&T CASHLESS;Exp
13208;30-Mar-20;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
